subjID	trial	x	y	solid_y	empty_y
0	30.0	0.002040816	0.114795918	-0.012713377	-0.009746923
0	31.0	0.006122449	0.087244898	-0.046604357	-0.035730007
0	32.0	0.02244898	-0.005612245	0.142753248	0.109444157
0	33.0	0.019387755	0.072959184	-0.066833995	-0.051239396
0	34.0	0.009183673	0.022959184	0.177037493	0.135728745
0	35.0	0.007142857	-0.125	0.005671592	0.004348221
0	36.0	0.016326531	-0.085204082	-0.247714008	-0.189914073
0	37.0	0.01122449	0.007653061	-0.133967224	-0.102708205
0	38.0	0.014285714	0.017857143	0.17519067	0.134312847
0	39.0	0.014285714	0.012755102	0.154592866	0.118521197
0	0.0	0.003061224	-0.012755102	0.044914838	0.034434709
0	1.0	-0.019387755	0.005612245	-0.005227721	-0.00400792
0	2.0	-0.004081633	-0.015816327	-0.230664483	-0.17684277
0	3.0	0.016326531	-0.077040816	0.074823115	0.057364388
0	4.0	0.018367347	-0.104591837	0.049201272	0.037720975
0	5.0	0.010204082	-0.099489796	0.050413898	0.038650655
0	6.0	0.019387755	-0.072959184	-0.219869266	-0.168566437
0	7.0	0.014285714	-0.112755102	0.020654672	0.015835249
0	8.0	0.006122449	-0.109693878	-0.276850777	-0.212252263
0	9.0	0.024489796	-0.091326531	0.060117664	0.046090209
0	10.0	0.018367347	-0.094387755	0.055437258	0.042501898
0	11.0	0.010204082	-0.103571429	-0.258326386	-0.198050229
0	12.0	0.003061224	0.030102041	-0.106349945	-0.081534958
0	13.0	0.014285714	-0.046428571	0.097815514	0.074991894
0	14.0	0.01122449	-0.070918367	-0.218398874	-0.167439137
0	15.0	0.016326531	-0.119897959	0.025712206	0.019712691
0	16.0	0.016326531	-0.017857143	0.136367919	0.104548738
0	17.0	0.016326531	-0.034183673	-0.170734937	-0.130896785
0	18.0	-0.020408163	0.017857143	-0.118688785	-0.090994735
0	19.0	-0.006122449	0.107653061	-0.024595475	-0.018856531
0	20.0	0.016326531	-0.064795918	0.090867267	0.069664905
0	21.0	0.003061224	0.069897959	0.229995034	0.176329526
0	22.0	0.001020408	0.108673469	0.267885154	0.205378618
0	23.0	0.007142857	-0.100510204	0.028475265	0.021831037
0	24.0	0.013265306	-0.109693878	0.007910585	0.006064781
0	25.0	0.005102041	-0.129081633	-0.29712506	-0.22779588
0	26.0	0.02244898	0.029081633	0.189561135	0.145330204
0	27.0	-0.003061224	0.078061224	-0.06986562	-0.053563642
0	28.0	0.016326531	-0.016836735	0.137459664	0.105385743
0	29.0	0.009183673	-0.05255102	0.096252519	0.073793598
0	30.0	0.006122449	0.062755102	0.217784867	0.166968398
0	31.0	0.003061224	-0.094387755	0.046006265	0.03527147
0	32.0	0.006122449	-0.108673469	0.03290718	0.025228838
0	33.0	0.026530612	-0.069897959	0.078598296	0.060258693
0	34.0	0.009183673	-0.127040816	-0.284718521	-0.2182842
0	35.0	0.002040816	0.090306122	-0.068394527	-0.052435804
0	36.0	0.023469388	0.034183673	0.196768061	0.150855514
0	37.0	0.043877551	0.048469388	0.214870144	0.164733777
0	38.0	-0.006122449	0.100510204	-0.050185133	-0.038475269
0	39.0	0.026530612	-0.022959184	-0.167691921	-0.128563806
0	0.0	-0.015306122	-0.067857143	0.04971046	0.038111353
0	1.0	0.009183673	0.051530612	-0.095739426	-0.073400226
0	2.0	0.007142857	0.095408163	0.249162723	0.191024755
0	3.0	0.036734694	0.069897959	0.22675825	0.173847992
0	4.0	0.024489796	0.055612245	0.223049814	0.171004857
0	5.0	0.026530612	-0.129081633	-0.271680233	-0.208288178
0	6.0	0.010204082	0.091326531	-0.038896292	-0.029820491
0	7.0	0.023469388	0.092346939	0.264518086	0.202797199
0	8.0	0.02755102	-0.087244898	0.07196356	0.055172063
0	9.0	0.020408163	0.021938776	0.171230109	0.131276417
0	10.0	0.02244898	-0.035204082	-0.181446245	-0.139108788
0	11.0	0.028571429	0.044387755	0.20496847	0.157142493
0	12.0	0.020408163	0.059693878	0.239810245	0.183854521
0	13.0	0.010204082	-0.034183673	0.121677138	0.093285806
0	14.0	-0.024489796	-0.081122449	-0.232723624	-0.178421445
0	15.0	0.020408163	-0.083163265	0.063380898	0.048592022
0	16.0	0.009183673	0.031122449	-0.093236265	-0.071481137
0	17.0	0.032653061	-0.094387755	0.045126879	0.034597274
0	18.0	0.051020408	0.030102041	-0.1027326	-0.07876166
0	19.0	0.003061224	-0.115816327	-0.298804757	-0.229083647
0	20.0	0.02755102	-0.082142857	0.07994926	0.061294433
0	21.0	-0.015306122	0.101530612	-0.036297989	-0.027828458
0	22.0	0.016326531	-0.039285714	-0.18640542	-0.142910822
0	23.0	0.02755102	-0.033163265	0.133316681	0.102209456
0	24.0	0.031632653	0.095408163	-0.036541603	-0.028015229
0	25.0	0.005102041	-0.015816327	-0.183248187	-0.140490277
0	26.0	0.014285714	-0.033163265	-0.036816778	-0.028226196
0	27.0	0.006122449	0.016836735	-0.100598617	-0.077125606
0	28.0	0.023469388	-0.039285714	-0.188058406	-0.144178111
0	29.0	0.030612245	-0.065816327	-0.2220349	-0.170226757
0	30.0	0.035714286	0.064795918	-0.067710942	-0.051911722
0	31.0	0.016326531	-0.026020408	0.136246072	0.104455322
0	32.0	0.01122449	-0.025	-0.170055071	-0.130375555
0	33.0	0.023469388	0.007653061	-0.123509435	-0.094690567
0	34.0	0.010204082	-0.005612245	-0.132593644	-0.101655127
0	35.0	0.010204082	-0.046428571	-0.200976055	-0.154081642
0	36.0	0.026530612	-0.103571429	0.04174348	0.032003335
0	37.0	0.035714286	-0.01377551	0.13108227	0.100496407
0	38.0	0.007142857	-0.095408163	-0.237877806	-0.182372985
0	39.0	0.026530612	-0.079081633	-0.242505149	-0.185920615
